0,20
1,34
0,45
0,78
0,122
0,238
0,254
0,402
0,425
0,474
0,485
0,546
0,612
0,624
0,639
0,656
0,703
0,719
0,741
0,780
0,788
0,797
0,809
0,830
0,905
1,0
1,725
1,735
1,805
2,589
4,86
4,607
4,724
4,899
5,450
7,466
5,588
5,631
6,13
6,393
6,432
6,564
6,690
6,695
6,849
8,268
8,134
9,320
8,374
9,283
9,452
10,631
10,331
10,617
11,792
12,169
12,223
12,674
15,132
17,331
18,18
18,567
18,73
19,283
20,468
20,501
20,853
20,198
21,720
21,726
20,739
20,859
21,305
21,600
21,731
22,470
24,228
24,242
24,651
25,672
26,198
27,798
29,81
30,305
29,686
30,492
30,911
31,310
31,452
33,200
32,276
33,388
33,851
34,451
34,686
34,609
35,383
36,744
37,81
36,98
36,702
37,763
37,835
39,470
40,166
40,606
40,817
39,838
39,871
41,280
40,343
40,425
40,529
41,250
41,866
43,79
42,767
43,121
43,439
44,610
45,492
46,173
46,432
47,471
47,556
47,482
48,617
48,654
48,659
49,866
52,43
51,119
53,452
53,532
54,590
54,875
54,902
56,53
57,835
57,877
58,333
58,586
60,278
59,291
59,295
59,537
59,699
62,200
62,616
61,895
63,431
63,563
64,333
64,466
63,881
64,184
65,600
65,578
65,613
68,759
68,247
67,740
68,881
69,861
69,313
69,815
69,867
73,337
73,599
72,852
73,891
74,479
77,539
76,698
78,94
78,603
80,53
79,557
79,580
81,212
80,496
81,11
81,174
82,220
83,517
83,132
83,398
83,521
84,75
84,80
84,447
84,746
87,579
87,682
88,571
89,119
90,868
92,273
91,504
93,45
93,295
92,555
94,263
95,537
96,165
98,719
98,815
98,595
100,138
99,488
102,447
101,525
102,889
104,56
103,460
105,260
104,392
104,767
107,755
107,763
109,566
109,520
109,799
110,827
110,481
112,339
115,199
114,261
113,854
114,691
114,735
116,219
116,315
117,812
118,10
118,651
119,691
120,792
121,851
122,392
121,486
124,328
123,854
126,158
125,486
126,830
128,199
127,416
127,787
127,819
130,284
130,526
130,274
131,849
132,371
133,33
135,82
135,633
135,776
137,10
138,843
140,369
141,335
143,610
142,798
144,261
144,76
144,167
144,617
144,798
145,875
147,667
150,167
149,458
150,583
151,302
151,311
151,368
150,690
150,693
151,24
154,540
154,602
154,780
154,656
156,208
156,426
155,457
156,721
157,334
156,475
157,732
158,73
157,493
159,557
161,877
162,733
161,809
163,25
162,792
163,680
164,774
164,834
165,845
165,758
166,483
166,873
167,40
167,690
168,15
169,792
170,656
171,279
171,179
174,359
172,669
174,134
176,143
174,227
175,336
176,778
177,481
177,504
179,377
179,901
181,179
181,609
180,644
181,509
183,19
182,798
185,405
188,175
186,469
186,169
186,464
188,733
188,45
188,509
188,738
189,777
189,847
189,430
191,141
191,552
190,801
191,542
193,270
192,515
195,645
196,428
196,515
197,805
199,851
201,452
200,776
200,809
201,685
204,228
203,491
203,772
204,77
204,248
204,433
205,743
204,774
207,648
207,165
208,395
210,191
212,165
211,325
212,685
213,39
213,356
213,832
215,510
215,531
217,719
218,290
219,45
220,165
220,226
219,504
219,718
219,741
221,905
225,228
224,711
224,782
224,831
227,326
228,592
227,699
231,403
230,748
231,759
230,786
233,35
233,871
232,911
234,260
235,448
235,23
235,286
235,411
239,69
238,278
239,667
241,820
241,61
241,486
242,762
243,529
243,513
245,256
246,595
248,324
247,755
248,614
250,881
251,152
252,614
252,30
253,202
252,396
252,892
253,113
254,264
254,770
254,812
255,93
259,16
261,385
261,628
262,477
264,611
263,867
265,782
265,813
266,118
265,502
266,0
268,137
269,502
269,345
271,154
273,375
273,499
274,586
275,15
274,195
275,456
276,472
275,769
277,392
276,803
277,475
278,16
279,162
281,241
281,230
282,367
282,803
282,524
283,553
285,46
287,296
287,306
286,880
288,768
288,580
291,870
292,0
292,789
292,911
295,632
295,132
296,497
297,16
297,49
297,851
298,329
298,485
299,199
299,491
301,732
302,12
303,387
303,416
304,792
304,47
305,124
308,199
308,457
308,263
308,466
309,380
310,815
312,593
311,685
312,801
313,825
315,612
314,831
316,644
317,156
317,380
320,864
322,545
322,773
322,860
323,910
325,773
326,801
326,517
327,124
327,523
328,817
329,257
328,518
329,556
330,640
329,675
331,385
331,618
331,627
332,741
332,900
334,413
334,577
336,43
335,166
337,475
336,754
336,759
338,675
340,416
344,579
345,505
345,558
345,562
348,506
348,219
348,356
348,455
349,754
349,346
350,815
351,319
353,219
352,296
353,817
355,110
356,100
362,0
363,772
365,86
365,415
367,53
367,288
366,695
369,443
371,366
373,324
373,705
375,353
376,25
376,52
375,425
377,10
377,6
377,252
378,479
379,464
379,654
379,870
381,15
383,503
384,496
385,702
385,906
387,313
388,425
388,563
388,453
388,802
391,682
393,15
395,193
395,706
395,815
396,495
398,314
398,164
401,113
401,252
403,63
402,121
404,348
407,309
406,668
407,294
407,792
408,157
408,487
411,439
411,551
411,745
411,769
412,792
411,871
412,84
414,398
414,668
413,871
414,369
414,482
416,431
416,730
416,866
417,757
418,460
418,871
420,367
423,714
424,155
424,589
425,84
426,236
426,692
426,840
428,641
429,68
430,122
432,206
432,773
433,764
434,226
434,368
434,649
436,373
438,546
438,692
439,204
438,466
440,158
439,780
440,840
440,373
444,115
444,101
445,253
445,361
445,373
446,715
447,811
448,609
449,643
450,54
449,796
450,632
451,871
451,64
451,816
453,378
454,537
455,101
456,665
457,887
459,656
459,885
461,70
462,210
462,422
462,535
464,451
467,547
467,574
467,9
467,579
467,731
468,414
471,304
472,648
471,911
473,112
473,338
473,682
472,828
473,852
473,516
475,410
474,557
478,424
477,870
479,689
478,797
478,868
480,388
480,452
479,467
482,150
482,830
485,70
485,207
484,663
487,447
488,427
488,733
490,520
492,706
492,537
493,892
494,325
496,7
495,128
495,254
495,866
497,667
498,603
500,426
499,570
501,84
501,406
501,632
501,761
503,681
504,663
505,445
506,303
506,558
506,561
506,624
508,169
508,181
507,471
510,682
511,405
510,689
510,888
513,331
512,448
512,465
512,550
513,44
513,335
514,888
516,241
517,676
519,250
518,0
518,883
521,832
522,137
521,375
521,571
522,297
524,149
524,730
526,30
525,514
526,695
527,208
526,474
527,900
528,107
529,1
530,445
529,685
530,791
530,38
530,40
530,49
530,67
530,294
531,591
533,635
533,4
533,652
534,98
535,124
536,627
537,472
538,588
537,716
538,814
539,458
541,837
541,656
542,215
543,0
546,661
546,720
548,215
549,293
548,334
552,403
552,21
552,398
553,529
554,22
554,674
555,598
557,421
557,814
557,305
558,613
558,829
559,720
558,808
559,902
561,364
561,383
562,421
562,112
563,674
562,740
566,64
565,651
568,444
567,195
568,584
569,146
570,419
569,652
570,716
570,72
570,709
573,765
575,112
574,141
575,230
577,281
578,331
578,481
579,545
580,863
580,866
582,465
582,479
584,183
585,544
585,719
584,727
585,841
586,723
588,777
588,901
588,4
588,266
588,869
590,444
590,659
590,840
591,148
591,340
592,779
593,443
595,694
595,11
595,699
599,339
597,635
597,642
598,141
599,403
599,408
598,669
601,838
605,442
605,578
606,817
607,106
606,628
608,338
607,686
609,647
609,654
609,911
611,141
610,428
612,841
614,818
613,895
615,132
615,727
616,849
616,861
621,563
621,571
622,286
622,296
623,178
622,379
622,501
622,679
623,639
623,866
624,586
626,519
625,849
627,428
626,645
626,910
627,582
629,171
629,452
628,507
629,729
629,893
630,189
630,616
630,679
630,762
629,885
632,284
634,816
633,847
636,200
636,290
637,4
637,30
637,146
637,213
637,216
637,243
637,255
637,412
637,495
637,779
637,782
